tier,source_tools,source_commands,combined_command_template,combination_description,is_valid_combination,category,input_nl,target_command
T1xT2,head+jq,head path/to/file | jq '.' path/to/file.json,head path/to/file.json | jq '.',read the first lines of a JSON file and format the output as pretty-printed JSON,True,Broken English,head file pretty json output,head data.json | jq '.'
T1xT2,head+jq,head path/to/file | jq '.' path/to/file.json,head path/to/file.json | jq '.',read the first lines of a JSON file and format the output as pretty-printed JSON,True,Lazy,head file.json jq,head response.json | jq '.'
T1xT2,head+jq,head path/to/file | jq '.' path/to/file.json,head path/to/file.json | jq '.',read the first lines of a JSON file and format the output as pretty-printed JSON,True,Power,parse first lines of source and format json,head source.json | jq '.'
T1xT2,head+tee,"head path/to/file | echo ""example"" | tee path/to/file",head path/to/file | tee path/to/file,display the first 10 lines of a file and save them back to the same file,True,Lazy,head tee log.txt,head path/to/file | tee path/to/file
T1xT2,head+tee,"head path/to/file | echo ""example"" | tee path/to/file",head path/to/file | tee path/to/file,display the first 10 lines of a file and save them back to the same file,True,Power,pipe head output to tee and overwrite destination,head path/to/file | tee path/to/file
T1xT2,head+tee,"head path/to/file | echo ""example"" | tee path/to/file",head path/to/file | tee path/to/file,display the first 10 lines of a file and save them back to the same file,True,Direct,print the top of the file and write those lines to a file,head path/to/file | tee path/to/file
T1xT2,head+tee,"head path/to/file | echo ""example"" | tee path/to/file",head path/to/file | tee path/to/file,display the first 10 lines of a file and save them back to the same file,True,Noob,how do i look at the start of this document and save it to a file at the same time?,head path/to/file | tee path/to/file
T1xT2,head+tee,"head path/to/file | echo ""example"" | tee path/to/file",head path/to/file | tee path/to/file,display the first 10 lines of a file and save them back to the same file,True,ChatGPT-style,please run the command to show the first few lines of the text file and save that output to a file,head path/to/file | tee path/to/file
T1xT2,head+tee,"head path/to/file | echo ""example"" | tee path/to/file",head path/to/file | tee path/to/file,display the first 10 lines of a file and save them back to the same file,True,Broken English,head file output tee save file,head path/to/file | tee path/to/file
T1xT2,head+tee,"head path/to/file | echo ""example"" | tee path/to/file",head path/to/file | tee path/to/file,display the first 10 lines of a file and save them back to the same file,True,Lazy,head tee data.json,head path/to/file | tee path/to/file
T1xT2,head+tee,"head path/to/file | echo ""example"" | tee path/to/file",head path/to/file | tee path/to/file,display the first 10 lines of a file and save them back to the same file,True,Power,exec head with pipe to tee for output redirection,head path/to/file | tee path/to/file
T1xT2,head+influx,head path/to/file | influx,head path/to/file | influx,display the first 10 lines of a file and pipe the output into the InfluxDB CLI,True,Lazy,head file | influx,head log.txt | influx
T1xT2,head+influx,head path/to/file | influx,head path/to/file | influx,display the first 10 lines of a file and pipe the output into the InfluxDB CLI,True,Power,read first 10 lines of data and send to influxdb,head /var/log/syslog | influx
T1xT2,head+influx,head path/to/file | influx,head path/to/file | influx,display the first 10 lines of a file and pipe the output into the InfluxDB CLI,True,Direct,print the first 10 lines of the config file and connect to influx,head config.ini | influx
T1xT2,head+influx,head path/to/file | influx,head path/to/file | influx,display the first 10 lines of a file and pipe the output into the InfluxDB CLI,True,Noob,can you show me the top of this file and send it to influx?,head readme.md | influx
T1xT2,head+influx,head path/to/file | influx,head path/to/file | influx,display the first 10 lines of a file and pipe the output into the InfluxDB CLI,True,ChatGPT-style,please output the first 10 lines of the data file to influx,head data.csv | influx
T1xT2,head+influx,head path/to/file | influx,head path/to/file | influx,display the first 10 lines of a file and pipe the output into the InfluxDB CLI,True,Broken English,head file pipe influx,head error.log | influx
T1xT2,head+influx,head path/to/file | influx,head path/to/file | influx,display the first 10 lines of a file and pipe the output into the InfluxDB CLI,True,Lazy,head txt | influx,head notes.txt | influx
T1xT2,head+influx,head path/to/file | influx,head path/to/file | influx,display the first 10 lines of a file and pipe the output into the InfluxDB CLI,True,Power,pipe head output to influx,head metrics.txt | influx
T1xT2,head+uniq,head path/to/file | sort path/to/file | uniq,head path/to/file | sort | uniq,display the first ten lines of a file and then remove duplicates from the sorted output,True,Lazy,head sort uniq log,head path/to/file | sort | uniq
T1xT2,head+uniq,head path/to/file | sort path/to/file | uniq,head path/to/file | sort | uniq,display the first ten lines of a file and then remove duplicates from the sorted output,True,Power,get first lines and dedupe sorted output,head path/to/file | sort | uniq
T1xT2,head+uniq,head path/to/file | sort path/to/file | uniq,head path/to/file | sort | uniq,display the first ten lines of a file and then remove duplicates from the sorted output,True,Direct,show the first ten lines of the file and sort it to remove duplicates,head path/to/file | sort | uniq
T1xT2,head+uniq,head path/to/file | sort path/to/file | uniq,head path/to/file | sort | uniq,display the first ten lines of a file and then remove duplicates from the sorted output,True,Noob,i want to see the beginning of this file and then clean up duplicates,head path/to/file | sort | uniq
T1xT2,head+uniq,head path/to/file | sort path/to/file | uniq,head path/to/file | sort | uniq,display the first ten lines of a file and then remove duplicates from the sorted output,True,ChatGPT-style,please list the first part of the file and then show me unique entries in sorted order,head path/to/file | sort | uniq
T1xT2,head+uniq,head path/to/file | sort path/to/file | uniq,head path/to/file | sort | uniq,display the first ten lines of a file and then remove duplicates from the sorted output,True,Broken English,show top of file and unique sorted lines,head path/to/file | sort | uniq
T1xT2,head+uniq,head path/to/file | sort path/to/file | uniq,head path/to/file | sort | uniq,display the first ten lines of a file and then remove duplicates from the sorted output,True,Lazy,head uniq sort data,head path/to/file | sort | uniq
T1xT2,head+uniq,head path/to/file | sort path/to/file | uniq,head path/to/file | sort | uniq,display the first ten lines of a file and then remove duplicates from the sorted output,True,Power,read first lines and filter duplicates,head path/to/file | sort | uniq
T1xT2,head+wc,head path/to/file | wc -l path/to/file,head path/to/file | wc -l,count the number of lines in the first 10 lines of a file,True,Lazy,head wc log,head access.log | wc -l
T1xT2,head+wc,head path/to/file | wc -l path/to/file,head path/to/file | wc -l,count the number of lines in the first 10 lines of a file,True,Power,count lines in first 10 lines,head config.ini | wc -l
T1xT2,head+wc,head path/to/file | wc -l path/to/file,head path/to/file | wc -l,count the number of lines in the first 10 lines of a file,True,Direct,show the first 10 lines and count them,head readme.txt | wc -l
T1xT2,head+wc,head path/to/file | wc -l path/to/file,head path/to/file | wc -l,count the number of lines in the first 10 lines of a file,True,Noob,can you tell me how many lines are in the first part of this file?,head notes.txt | wc -l
T1xT2,head+wc,head path/to/file | wc -l path/to/file,head path/to/file | wc -l,count the number of lines in the first 10 lines of a file,True,ChatGPT-style,how do i quickly check the number of lines at the top of a text file?,head history.txt | wc -l
T1xT2,head+wc,head path/to/file | wc -l path/to/file,head path/to/file | wc -l,count the number of lines in the first 10 lines of a file,True,Broken English,count lines first ten lines,head data.csv | wc -l
T1xT2,head+wc,head path/to/file | wc -l path/to/file,head path/to/file | wc -l,count the number of lines in the first 10 lines of a file,True,Lazy,head count lines,head script.sh | wc -l
T1xT2,head+wc,head path/to/file | wc -l path/to/file,head path/to/file | wc -l,count the number of lines in the first 10 lines of a file,True,Power,pipe head output to line counter,head package.json | wc -l
T1xT2,head+pbcopy,head path/to/file | pbcopy < path/to/file,head path/to/file | pbcopy,copy the first 10 lines of a file to the clipboard,True,Lazy,head file txt | pbcopy,head config.txt | pbcopy
T1xT2,head+pbcopy,head path/to/file | pbcopy < path/to/file,head path/to/file | pbcopy,copy the first 10 lines of a file to the clipboard,True,Power,extract header lines and pipe to clipboard,head headers.json | pbcopy
T1xT2,head+pbcopy,head path/to/file | pbcopy < path/to/file,head path/to/file | pbcopy,copy the first 10 lines of a file to the clipboard,True,Direct,show the first ten lines of the readme and copy them,head readme.md | pbcopy
T1xT2,head+pbcopy,head path/to/file | pbcopy < path/to/file,head path/to/file | pbcopy,copy the first 10 lines of a file to the clipboard,True,Noob,i want to grab just the first few lines of this text file and put them on my clipboard,head notes.txt | pbcopy
T1xT2,head+pbcopy,head path/to/file | pbcopy < path/to/file,head path/to/file | pbcopy,copy the first 10 lines of a file to the clipboard,True,ChatGPT-style,please copy the top section of this file to the clipboard,head intro.txt | pbcopy
T1xT2,head+pbcopy,head path/to/file | pbcopy < path/to/file,head path/to/file | pbcopy,copy the first 10 lines of a file to the clipboard,True,Broken English,copy top lines of file txt,head data.txt | pbcopy
T1xT2,head+pbcopy,head path/to/file | pbcopy < path/to/file,head path/to/file | pbcopy,copy the first 10 lines of a file to the clipboard,True,Lazy,head log txt | pbcopy,head error.log | pbcopy
T1xT2,head+pbcopy,head path/to/file | pbcopy < path/to/file,head path/to/file | pbcopy,copy the first 10 lines of a file to the clipboard,True,Power,read first lines and send to clipboard buffer,head source.sh | pbcopy
T1xT2,head+tr,head path/to/file | tr < path/to/file 'abcd' 'jkmn',head path/to/file | tr 'abcd' 'jkmn',read the first 10 lines of a file and translate characters from one set to another,True,Lazy,head file tr a-j,head path/to/file | tr 'abcd' 'jkmn'
T1xT2,head+tr,head path/to/file | tr < path/to/file 'abcd' 'jkmn',head path/to/file | tr 'abcd' 'jkmn',read the first 10 lines of a file and translate characters from one set to another,True,Power,read first 10 lines and translate chars,head path/to/file | tr 'abcd' 'jkmn'
T1xT2,head+tr,head path/to/file | tr < path/to/file 'abcd' 'jkmn',head path/to/file | tr 'abcd' 'jkmn',read the first 10 lines of a file and translate characters from one set to another,True,Direct,show me the top of this text file and swap those specific letters,head path/to/file | tr 'abcd' 'jkmn'
T1xT2,head+tr,head path/to/file | tr < path/to/file 'abcd' 'jkmn',head path/to/file | tr 'abcd' 'jkmn',read the first 10 lines of a file and translate characters from one set to another,True,Noob,"can you take a look at the start of this file and change the letters a,b,c,d?",head path/to/file | tr 'abcd' 'jkmn'
T1xT2,head+tr,head path/to/file | tr < path/to/file 'abcd' 'jkmn',head path/to/file | tr 'abcd' 'jkmn',read the first 10 lines of a file and translate characters from one set to another,True,ChatGPT-style,what's the command to preview the beginning of a file and swap letters a to j?,head path/to/file | tr 'abcd' 'jkmn'
T1xT2,head+tr,head path/to/file | tr < path/to/file 'abcd' 'jkmn',head path/to/file | tr 'abcd' 'jkmn',read the first 10 lines of a file and translate characters from one set to another,True,Broken English,first 10 lines translate a to j,head path/to/file | tr 'abcd' 'jkmn'
T1xT2,head+tr,head path/to/file | tr < path/to/file 'abcd' 'jkmn',head path/to/file | tr 'abcd' 'jkmn',read the first 10 lines of a file and translate characters from one set to another,True,Lazy,head tr swap,head path/to/file | tr 'abcd' 'jkmn'
T1xT2,head+tr,head path/to/file | tr < path/to/file 'abcd' 'jkmn',head path/to/file | tr 'abcd' 'jkmn',read the first 10 lines of a file and translate characters from one set to another,True,Power,read initial lines and perform character mapping,head path/to/file | tr 'abcd' 'jkmn'
T1xT2,head+mv,head path/to/file | mv path/to/source path/to/target,head path/to/file | xargs mv new_name,read the first line of a file and rename it,True,Lazy,head mv rename,head path/to/file | xargs mv new_name
T1xT2,head+mv,head path/to/file | mv path/to/source path/to/target,head path/to/file | xargs mv new_name,read the first line of a file and rename it,True,Power,pipe head output to mv to rename the file,head path/to/file | xargs mv new_name
T1xT2,head+mv,head path/to/file | mv path/to/source path/to/target,head path/to/file | xargs mv new_name,read the first line of a file and rename it,True,Direct,get the first line from config.txt and rename it,head path/to/config.txt | xargs mv new_config.txt
T1xT2,head+mv,head path/to/file | mv path/to/source path/to/target,head path/to/file | xargs mv new_name,read the first line of a file and rename it,True,Noob,can i use the first line of a file to rename it?,head path/to/file | xargs mv new_name
T1xT2,head+mv,head path/to/file | mv path/to/source path/to/target,head path/to/file | xargs mv new_name,read the first line of a file and rename it,True,ChatGPT-style,give me the command to grab the first line and rename that file,head path/to/file | xargs mv new_name
T1xT2,head+mv,head path/to/file | mv path/to/source path/to/target,head path/to/file | xargs mv new_name,read the first line of a file and rename it,True,Broken English,head rename file first line,head path/to/file | xargs mv new_name
T1xT2,head+mv,head path/to/file | mv path/to/source path/to/target,head path/to/file | xargs mv new_name,read the first line of a file and rename it,True,Lazy,head to mv,head path/to/file | xargs mv new_name
T1xT2,head+mv,head path/to/file | mv path/to/source path/to/target,head path/to/file | xargs mv new_name,read the first line of a file and rename it,True,Power,utilize head and xargs to rename the file,head path/to/file | xargs mv new_name
T1xT2,head+zellij,head path/to/file | <Alt n>,head path/to/file && zellij new-pane -d,view the beginning of a file and open a new pane in a zellij session,True,Lazy,head logs && alt-n,head path/to/file && zellij new-pane -d
T1xT2,head+zellij,head path/to/file | <Alt n>,head path/to/file && zellij new-pane -d,view the beginning of a file and open a new pane in a zellij session,True,Power,read first 20 lines of config and split pane,head path/to/file && zellij new-pane -d
T1xT2,head+zellij,head path/to/file | <Alt n>,head path/to/file && zellij new-pane -d,view the beginning of a file and open a new pane in a zellij session,True,Direct,look at the top of the project readme and open a new split pane,head README.md && zellij new-pane -d
T1xT2,head+zellij,head path/to/file | <Alt n>,head path/to/file && zellij new-pane -d,view the beginning of a file and open a new pane in a zellij session,True,Noob,i want to see the start of the notes file and get a new empty window next to it,head notes.txt && zellij new-pane -d
T1xT2,head+zellij,head path/to/file | <Alt n>,head path/to/file && zellij new-pane -d,view the beginning of a file and open a new pane in a zellij session,True,ChatGPT-style,can you show me the first part of the data file and open a new pane to work in?,head data.csv && zellij new-pane -d
T1xT2,head+zellij,head path/to/file | <Alt n>,head path/to/file && zellij new-pane -d,view the beginning of a file and open a new pane in a zellij session,True,Broken English,peek at file header and open new pane,head path/to/file && zellij new-pane -d
T1xT2,head+zellij,head path/to/file | <Alt n>,head path/to/file && zellij new-pane -d,view the beginning of a file and open a new pane in a zellij session,True,Lazy,head sql && alt-n,head path/to/file && zellij new-pane -d
T1xT2,head+zellij,head path/to/file | <Alt n>,head path/to/file && zellij new-pane -d,view the beginning of a file and open a new pane in a zellij session,True,Power,inspect file header and split session,head path/to/file && zellij new-pane -d
T1xT2,head+ruby,"head path/to/file | ruby -e ""command""","head path/to/file | ruby -e ""command""",read the first part of a file and process it with a Ruby script,True,Lazy,head file ruby -e,head data.csv | ruby -e 'puts gets.chomp.upcase'
T1xT2,head+ruby,"head path/to/file | ruby -e ""command""","head path/to/file | ruby -e ""command""",read the first part of a file and process it with a Ruby script,True,Power,read first 10 lines and calculate sum in ruby,head numbers.txt | ruby -e 'puts gets.to_i + gets.to_i'
T1xT2,head+ruby,"head path/to/file | ruby -e ""command""","head path/to/file | ruby -e ""command""",read the first part of a file and process it with a Ruby script,True,Direct,view the beginning of the log file and count lines,head log.txt | ruby -e 'puts STDIN.readlines.size'
T1xT2,head+ruby,"head path/to/file | ruby -e ""command""","head path/to/file | ruby -e ""command""",read the first part of a file and process it with a Ruby script,True,Noob,can you show me the top of the text file and do math?,head notes.txt | ruby -e 'puts (gets.to_f * 2)'
T1xT2,head+ruby,"head path/to/file | ruby -e ""command""","head path/to/file | ruby -e ""command""",read the first part of a file and process it with a Ruby script,True,ChatGPT-style,what is the best way to preview a file header and parse it?,"head config.yml | ruby -e 'require ""yaml""; puts YAML.load(STDIN)[""key""]'"
T1xT2,head+ruby,"head path/to/file | ruby -e ""command""","head path/to/file | ruby -e ""command""",read the first part of a file and process it with a Ruby script,True,Broken English,head file ruby math,head stats.txt | ruby -e 'puts gets.to_i * 10'
T1xT2,head+ruby,"head path/to/file | ruby -e ""command""","head path/to/file | ruby -e ""command""",read the first part of a file and process it with a Ruby script,True,Lazy,head file ruby,head list.txt | ruby -e 'puts gets.chomp.reverse'
T1xT2,head+ruby,"head path/to/file | ruby -e ""command""","head path/to/file | ruby -e ""command""",read the first part of a file and process it with a Ruby script,True,Power,process file header through ruby for analysis,"head input.txt | ruby -e 'p gets.split("" "").count'"
T1xT2,head+zstd,head path/to/file | zstd path/to/file,zstd path/to/file,compress a file using zstd,True,Lazy,zstd txt,zstd path/to/file
T1xT2,head+zstd,head path/to/file | zstd path/to/file,zstd path/to/file,compress a file using zstd,True,Power,compress file with zstd,zstd path/to/file
T1xT2,head+zstd,head path/to/file | zstd path/to/file,zstd path/to/file,compress a file using zstd,True,Direct,compress this file using zstd,zstd path/to/file
T1xT2,head+zstd,head path/to/file | zstd path/to/file,zstd path/to/file,compress a file using zstd,True,Noob,how do i compress a file using zstd?,zstd path/to/file
T1xT2,head+zstd,head path/to/file | zstd path/to/file,zstd path/to/file,compress a file using zstd,True,ChatGPT-style,what is the best way to compress a file with zstd?,zstd path/to/file
T1xT2,head+zstd,head path/to/file | zstd path/to/file,zstd path/to/file,compress a file using zstd,True,Broken English,zstd compress file,zstd path/to/file
T1xT2,head+zstd,head path/to/file | zstd path/to/file,zstd path/to/file,compress a file using zstd,True,Lazy,zstd log,zstd path/to/file
T1xT2,head+zstd,head path/to/file | zstd path/to/file,zstd path/to/file,compress a file using zstd,True,Power,compress file using zstd,zstd path/to/file
T1xT2,head+node,head path/to/file | node,head path/to/file | node,display the first portion of a file and pipe the content into a Node.js REPL,True,Lazy,head pipe to node,head script.js | node
T1xT2,head+node,head path/to/file | node,head path/to/file | node,display the first portion of a file and pipe the content into a Node.js REPL,True,Power,read first lines and pipe to node repl,head config.json | node
T1xT2,head+node,head path/to/file | node,head path/to/file | node,display the first portion of a file and pipe the content into a Node.js REPL,True,Direct,show the beginning of the log file and load it into node,head app.log | node
T1xT2,head+node,head path/to/file | node,head path/to/file | node,display the first portion of a file and pipe the content into a Node.js REPL,True,Noob,can you help me look at the top of a file using node?,head notes.txt | node
T1xT2,head+node,head path/to/file | node,head path/to/file | node,display the first portion of a file and pipe the content into a Node.js REPL,True,ChatGPT-style,what is the best way to preview the start of a json file in node?,head data.json | node
T1xT2,head+node,head path/to/file | node,head path/to/file | node,display the first portion of a file and pipe the content into a Node.js REPL,True,Broken English,read first lines and run node,head src.js | node
T1xT2,head+node,head path/to/file | node,head path/to/file | node,display the first portion of a file and pipe the content into a Node.js REPL,True,Lazy,head input node,head input.txt | node
T1xT2,head+node,head path/to/file | node,head path/to/file | node,display the first portion of a file and pipe the content into a Node.js REPL,True,Power,capture initial output and feed into node interpreter,head readme.md | node
T1xT2,head+bzip2,head path/to/file | bzip2 path/to/file_to_compress,head path/to/file | bzip2,view the beginning of a file and compress the output on the fly,True,Lazy,head bzip2 log,head path/to/file | bzip2
T1xT2,head+bzip2,head path/to/file | bzip2 path/to/file_to_compress,head path/to/file | bzip2,view the beginning of a file and compress the output on the fly,True,Power,stream first lines to bz2 compression,head path/to/file | bzip2
T1xT2,head+bzip2,head path/to/file | bzip2 path/to/file_to_compress,head path/to/file | bzip2,view the beginning of a file and compress the output on the fly,True,Direct,show the first few lines of text and compress,head path/to/file | bzip2
T1xT2,head+bzip2,head path/to/file | bzip2 path/to/file_to_compress,head path/to/file | bzip2,view the beginning of a file and compress the output on the fly,True,Noob,can i see the top of this file and zip it up?,head path/to/file | bzip2
T1xT2,head+bzip2,head path/to/file | bzip2 path/to/file_to_compress,head path/to/file | bzip2,view the beginning of a file and compress the output on the fly,True,ChatGPT-style,please output the first lines of this file and pipe them into a compressed archive,head path/to/file | bzip2
T1xT2,head+bzip2,head path/to/file | bzip2 path/to/file_to_compress,head path/to/file | bzip2,view the beginning of a file and compress the output on the fly,True,Broken English,head pipe bzip2 output,head path/to/file | bzip2
T1xT2,head+bzip2,head path/to/file | bzip2 path/to/file_to_compress,head path/to/file | bzip2,view the beginning of a file and compress the output on the fly,True,Lazy,head bz2 config,head path/to/file | bzip2
T1xT2,head+bzip2,head path/to/file | bzip2 path/to/file_to_compress,head path/to/file | bzip2,view the beginning of a file and compress the output on the fly,True,Power,read head and pipe to bzip2,head path/to/file | bzip2
T1xT2,head+watch,head path/to/file | watch command,head path/to/file | watch command,view the first lines of a file and monitor the output continuously,True,Lazy,head log.txt watch,head logs/server.log | watch tail -20
T1xT2,head+watch,head path/to/file | watch command,head path/to/file | watch command,view the first lines of a file and monitor the output continuously,True,Power,display top 5 lines of input and refresh output,head -5 /etc/hosts | watch cat
T1xT2,head+watch,head path/to/file | watch command,head path/to/file | watch command,view the first lines of a file and monitor the output continuously,True,Direct,show the first lines of the config file and keep checking,head path/to/config.json | watch cat
T1xT2,head+watch,head path/to/file | watch command,head path/to/file | watch command,view the first lines of a file and monitor the output continuously,True,Noob,can you help me see the top of a file and check for updates?,head path/to/data.txt | watch cat
T1xT2,head+watch,head path/to/file | watch command,head path/to/file | watch command,view the first lines of a file and monitor the output continuously,True,ChatGPT-style,what is the command to preview the beginning of a text file and refresh it periodically?,head readme.md | watch cat
T1xT2,head+watch,head path/to/file | watch command,head path/to/file | watch command,view the first lines of a file and monitor the output continuously,True,Broken English,show first lines file then watch it change,head path/to/file | watch cat
T1xT2,head+watch,head path/to/file | watch command,head path/to/file | watch command,view the first lines of a file and monitor the output continuously,True,Lazy,head input.txt watch,head data.csv | watch tail -5
T1xT2,head+watch,head path/to/file | watch command,head path/to/file | watch command,view the first lines of a file and monitor the output continuously,True,Power,pipe initial file output to a command that loops,head path/to/source | watch cat
T1xT2,head+gzip,head path/to/file | gzip path/to/file,head path/to/file | gzip,display the first few lines of a file and compress that output stream on the fly,True,Lazy,head file gzip,head file.txt | gzip
T1xT2,head+gzip,head path/to/file | gzip path/to/file,head path/to/file | gzip,display the first few lines of a file and compress that output stream on the fly,True,Power,pipe head output to gzip for compression,head config.log | gzip
T1xT2,head+gzip,head path/to/file | gzip path/to/file,head path/to/file | gzip,display the first few lines of a file and compress that output stream on the fly,True,Direct,show the first few lines of the log and compress them,head log.txt | gzip
T1xT2,head+gzip,head path/to/file | gzip path/to/file,head path/to/file | gzip,display the first few lines of a file and compress that output stream on the fly,True,Noob,can you grab the top of the file and zip it up?,head data.csv | gzip
T1xT2,head+gzip,head path/to/file | gzip path/to/file,head path/to/file | gzip,display the first few lines of a file and compress that output stream on the fly,True,ChatGPT-style,what command do I use to view the beginning of a file and compress it immediately?,head report.txt | gzip
T1xT2,head+gzip,head path/to/file | gzip path/to/file,head path/to/file | gzip,display the first few lines of a file and compress that output stream on the fly,True,Broken English,read top of file and zip,head notes.txt | gzip
T1xT2,head+gzip,head path/to/file | gzip path/to/file,head path/to/file | gzip,display the first few lines of a file and compress that output stream on the fly,True,Lazy,head txt gz,head readme.md | gzip
T1xT2,head+gzip,head path/to/file | gzip path/to/file,head path/to/file | gzip,display the first few lines of a file and compress that output stream on the fly,True,Power,output first lines to stdin and gzip it,head source.c | gzip
T1xT2,head+tar,head path/to/file | tar tvf path/to/source.tar,head path/to/file | tar tvf -,extract the first lines of a file and list their contents as a tar archive,True,Lazy,head tar,head path/to/file | tar tvf -
T1xT2,head+tar,head path/to/file | tar tvf path/to/source.tar,head path/to/file | tar tvf -,extract the first lines of a file and list their contents as a tar archive,True,Power,read first lines and list tar contents,head path/to/file | tar tvf -
T1xT2,head+tar,head path/to/file | tar tvf path/to/source.tar,head path/to/file | tar tvf -,extract the first lines of a file and list their contents as a tar archive,True,Direct,display the initial lines of the text file and then list them as a tar,head path/to/file | tar tvf -
T1xT2,head+tar,head path/to/file | tar tvf path/to/source.tar,head path/to/file | tar tvf -,extract the first lines of a file and list their contents as a tar archive,True,Noob,can you show me the first part of this file and then tell me what is inside it?,head path/to/file | tar tvf -
T1xT2,head+tar,head path/to/file | tar tvf path/to/source.tar,head path/to/file | tar tvf -,extract the first lines of a file and list their contents as a tar archive,True,ChatGPT-style,please output the top of the file and show me the contents of that data,head path/to/file | tar tvf -
T1xT2,head+tar,head path/to/file | tar tvf path/to/source.tar,head path/to/file | tar tvf -,extract the first lines of a file and list their contents as a tar archive,True,Broken English,head file then tar list,head path/to/file | tar tvf -
T1xT2,head+tar,head path/to/file | tar tvf path/to/source.tar,head path/to/file | tar tvf -,extract the first lines of a file and list their contents as a tar archive,True,Lazy,peek tar,head path/to/file | tar tvf -
T1xT2,head+tar,head path/to/file | tar tvf path/to/source.tar,head path/to/file | tar tvf -,extract the first lines of a file and list their contents as a tar archive,True,Power,pipe head output to tar list verbose,head path/to/file | tar tvf -
T1xT2,head+cp,head path/to/file | cp path/to/source_file path/to/target_file,head path/to/file | cp /dev/stdin path/to/target_file,read the first 10 lines from a file and copy them to a new location,True,Lazy,head cp notes,head notes.txt | cp /dev/stdin backup_notes.txt
T1xT2,head+cp,head path/to/file | cp path/to/source_file path/to/target_file,head path/to/file | cp /dev/stdin path/to/target_file,read the first 10 lines from a file and copy them to a new location,True,Power,pipe head output to cp for batch copy,head config.yaml | cp /dev/stdin /tmp/config.yaml
T1xT2,head+cp,head path/to/file | cp path/to/source_file path/to/target_file,head path/to/file | cp /dev/stdin path/to/target_file,read the first 10 lines from a file and copy them to a new location,True,Direct,show the first few lines of the readme and save them,head readme.md | cp /dev/stdin readme_backup.md
T1xT2,head+cp,head path/to/file | cp path/to/source_file path/to/target_file,head path/to/file | cp /dev/stdin path/to/target_file,read the first 10 lines from a file and copy them to a new location,True,Noob,can i grab the first part of a log file and make a copy of it?,head app.log | cp /dev/stdin app_log_copy.log
T1xT2,head+cp,head path/to/file | cp path/to/source_file path/to/target_file,head path/to/file | cp /dev/stdin path/to/target_file,read the first 10 lines from a file and copy them to a new location,True,ChatGPT-style,i need to extract the top section of my script file and save a separate copy,head script.sh | cp /dev/stdin script_top.sh
T1xT2,head+cp,head path/to/file | cp path/to/source_file path/to/target_file,head path/to/file | cp /dev/stdin path/to/target_file,read the first 10 lines from a file and copy them to a new location,True,Broken English,take first part of data save new file,head data.csv | cp /dev/stdin data_head.csv
T1xT2,head+cp,head path/to/file | cp path/to/source_file path/to/target_file,head path/to/file | cp /dev/stdin path/to/target_file,read the first 10 lines from a file and copy them to a new location,True,Lazy,head copy file,head image.jpg | cp /dev/stdin image_thumb.jpg
T1xT2,head+cp,head path/to/file | cp path/to/source_file path/to/target_file,head path/to/file | cp /dev/stdin path/to/target_file,read the first 10 lines from a file and copy them to a new location,True,Power,read head and write to cp destination,head package.json | cp /dev/stdin package_min.json
T1xT2,head+pnpm,head path/to/file | pnpm init,head path/to/file && pnpm init,view the top of a file and initialize a node project,True,Lazy,head file && pnpm init,head package.json && pnpm init
T1xT2,head+pnpm,head path/to/file | pnpm init,head path/to/file && pnpm init,view the top of a file and initialize a node project,True,Power,view first 10 lines of readme and start a new project,head README.md && pnpm init
T1xT2,head+pnpm,head path/to/file | pnpm init,head path/to/file && pnpm init,view the top of a file and initialize a node project,True,Direct,look at the start of config.txt and create a package.json file,head config.txt && pnpm init
T1xT2,head+pnpm,head path/to/file | pnpm init,head path/to/file && pnpm init,view the top of a file and initialize a node project,True,Noob,i want to see the top of this text file and then start a project using pnpm,head notes.txt && pnpm init
T1xT2,head+pnpm,head path/to/file | pnpm init,head path/to/file && pnpm init,view the top of a file and initialize a node project,True,ChatGPT-style,can you help me see the beginning of this file and then set up a project folder?,head notes.txt && pnpm init
T1xT2,head+pnpm,head path/to/file | pnpm init,head path/to/file && pnpm init,view the top of a file and initialize a node project,True,Broken English,show start of log then create package,head log.txt && pnpm init
T1xT2,head+pnpm,head path/to/file | pnpm init,head path/to/file && pnpm init,view the top of a file and initialize a node project,True,Lazy,head script.js && pnpm init,head script.js && pnpm init
T1xT2,head+pnpm,head path/to/file | pnpm init,head path/to/file && pnpm init,view the top of a file and initialize a node project,True,Power,display initial lines of input and initialize a project,head input.txt && pnpm init
T1xT2,head+java,head path/to/file | java -help,head path/to/file | java -help,display the first 10 lines of a file and pass it to the java help command,True,Lazy,head file java,head path/to/file | java -help
T1xT2,head+java,head path/to/file | java -help,head path/to/file | java -help,display the first 10 lines of a file and pass it to the java help command,True,Power,read first lines and pipe to java help,head config.txt | java -help
T1xT2,head+java,head path/to/file | java -help,head path/to/file | java -help,display the first 10 lines of a file and pass it to the java help command,True,Direct,show the beginning of a text file and run java help on it,head README.md | java -help
T1xT2,head+java,head path/to/file | java -help,head path/to/file | java -help,display the first 10 lines of a file and pass it to the java help command,True,Noob,can you grab the top of a file and then run java help to see what happens?,head notes.txt | java -help
T1xT2,head+java,head path/to/file | java -help,head path/to/file | java -help,display the first 10 lines of a file and pass it to the java help command,True,ChatGPT-style,could you show me the start of this file and then execute the java help program?,head data.csv | java -help
